Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,39410,43314,28346
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,104339,108516,77297
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,269,269,162
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,927,927,36
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,3215,3215,2012
2021,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,440,440,176
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,1828334,1411552,1247647
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,500030,Salary Part Time - Civilian,Personnel Services,Expenditures,38028,0,560
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,2712,2712,2707
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,112286,118556,100291
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,282607,298015,248859
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,100572,106082,87006
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,155803,162278,122805
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,-6690,672,573
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,1452,1530,-13
2021,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,5072,5310,4672
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,9712232,9588340,8742965
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,500030,Salary Part Time - Civilian,Personnel Services,Expenditures,120437,155055,120457
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,5424,5424,3640
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,811929,804365,732212
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,2042463,2024524,1832237
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,278214,278214,337178
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,723389,716560,654383
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,890803,938800,886353
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,4642,4542,4165
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,8996,8906,462
2021,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,31993,31403,28316
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,4955,4955,4295
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511015,Cleaning & Sanitary,Supplies,Expenditures,14942,14942,-63
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511020,Construction Materials,Supplies,Expenditures,8820,8820,98102
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511025,Electrical Hardware,Supplies,Expenditures,66005,66005,-7807
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511030,Mechanical Hardware,Supplies,Expenditures,25573,25573,56587
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511040,Audiovisual Supplies,Supplies,Expenditures,86809,86809,62051
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511045,Computer Supplies,Supplies,Expenditures,512101,557103,337839
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511050,Paper & Printing Supplies,Supplies,Expenditures,233286,233286,58034
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511055,Publications & Printed Materials,Supplies,Expenditures,63372,63372,12974
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511060,Postage,Supplies,Expenditures,60284,60284,60166
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511070,Misc Office Supplies,Supplies,Expenditures,530146,545930,430701
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511090,Medical & Surgical Supplies,Supplies,Expenditures,27286,27286,45163
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511095,Small Technical & Scientific Equipment,Supplies,Expenditures,6259,6259,83
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511100,Veterinary & Animal Supplies,Supplies,Expenditures,213218,223718,191507
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511110,Fuel,Supplies,Expenditures,6800337,7844279,6744517
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,296877,296877,1202588
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511120,Clothing,Supplies,Expenditures,1247087,1247087,-790375
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511125,Food Supplies,Supplies,Expenditures,76992,76992,116066
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511130,Weapons Munitions & Supplies,Supplies,Expenditures,711520,711520,929710
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511135,Recreational Supplies,Supplies,Expenditures,27910,27910,8332
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511145,Small Tools & Minor Equipment,Supplies,Expenditures,41255,41255,47784
2021,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,363075,363075,344007
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511020,Construction Materials,Supplies,Expenditures,14000,14000,14211
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511040,Audiovisual Supplies,Supplies,Expenditures,500,500,410
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511045,Computer Supplies,Supplies,Expenditures,29580,29580,6521
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511060,Postage,Supplies,Expenditures,35104,35104,27473
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511070,Misc Office Supplies,Supplies,Expenditures,30000,29900,30751
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511110,Fuel,Supplies,Expenditures,72650,114924,66774
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511120,Clothing,Supplies,Expenditures,35200,35200,16325
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511125,Food Supplies,Supplies,Expenditures,2300,2300,257
2021,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,7000,7000,7445
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,255038,255038,174244
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511015,Cleaning & Sanitary,Supplies,Expenditures,402124,402124,403448
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511020,Construction Materials,Supplies,Expenditures,57117,57117,81971
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511025,Electrical Hardware,Supplies,Expenditures,103830,103830,99536
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511030,Mechanical Hardware,Supplies,Expenditures,28850,28850,66360
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511040,Audiovisual Supplies,Supplies,Expenditures,13218,13218,11067
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511045,Computer Supplies,Supplies,Expenditures,96418,96418,59407
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511050,Paper & Printing Supplies,Supplies,Expenditures,23286,23286,9907
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511055,Publications & Printed Materials,Supplies,Expenditures,43149,43149,15191
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511060,Postage,Supplies,Expenditures,36275,36275,29940
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511070,Misc Office Supplies,Supplies,Expenditures,153381,155095,248559
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511080,General Laboratory Supplies,Supplies,Expenditures,47781,47781,14796
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511085,Drugs & Medical Chemicals,Supplies,Expenditures,1120710,1120710,1190470
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511090,Medical & Surgical Supplies,Supplies,Expenditures,1529081,1529081,1276121
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511095,Small Technical & Scientific Equipment,Supplies,Expenditures,126786,126786,167733
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511110,Fuel,Supplies,Expenditures,3497268,3934746,3252658
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,80731,80731,36073
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511120,Clothing,Supplies,Expenditures,1442496,1442496,1669346
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511125,Food Supplies,Supplies,Expenditures,36866,36866,77352
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511130,Weapons Munitions & Supplies,Supplies,Expenditures,9025,9025,12844
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511145,Small Tools & Minor Equipment,Supplies,Expenditures,267116,279116,315412
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,141679,141679,178591
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511160,Protective Gear,Supplies,Expenditures,694216,694216,919581
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511164,Breathing Apparatus Repair Supplies,Supplies,Expenditures,400016,400016,487693
2021,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,511165,Fire Fighting Equipment,Supplies,Expenditures,376390,376390,437587
2021,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,511050,Paper & Printing Supplies,Supplies,Expenditures,30975,30975,9368
2021,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,511055,Publications & Printed Materials,Supplies,Expenditures,5650,5650,5350
2021,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,511060,Postage,Supplies,Expenditures,43427,43427,29679
2021,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,511070,Misc Office Supplies,Supplies,Expenditures,27378,27378,21334
2021,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,511110,Fuel,Supplies,Expenditures,582,1205,1383
2021,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,511120,Clothing,Supplies,Expenditures,20136,20136,22957
2021,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511055,Publications & Printed Materials,Supplies,Expenditures,300,300,40
2021,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511060,Postage,Supplies,Expenditures,700,700,64
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511015,Cleaning & Sanitary,Supplies,Expenditures,90586,90586,76675
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511020,Construction Materials,Supplies,Expenditures,10000,10000,17106
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511025,Electrical Hardware,Supplies,Expenditures,1000,1000,4084
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511045,Computer Supplies,Supplies,Expenditures,1911,1911,2371
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511050,Paper & Printing Supplies,Supplies,Expenditures,3800,3800,5167
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511060,Postage,Supplies,Expenditures,24000,24000,23628
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511070,Misc Office Supplies,Supplies,Expenditures,43095,43095,29304
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,2450,2450,11002
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511110,Fuel,Supplies,Expenditures,3210550,4315070,3053201
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511120,Clothing,Supplies,Expenditures,124126,124126,126197
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,54420,54420,16793
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,113110,113110,108094
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,6708,6708,15363
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511015,Cleaning & Sanitary,Supplies,Expenditures,97437,142050,91162
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511020,Construction Materials,Supplies,Expenditures,91455,46842,66981
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511025,Electrical Hardware,Supplies,Expenditures,71965,36984,82160
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511030,Mechanical Hardware,Supplies,Expenditures,38332,38332,106745
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511035,Meters Hydrants & Plumb,Supplies,Expenditures,10727,10727,15642
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511045,Computer Supplies,Supplies,Expenditures,61155,61155,56360
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511050,Paper & Printing Supplies,Supplies,Expenditures,759,759,-2967
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511060,Postage,Supplies,Expenditures,623,623,521
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511070,Misc Office Supplies,Supplies,Expenditures,59144,59144,67103
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511110,Fuel,Supplies,Expenditures,168833,207202,142017
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,1854,1854,8076
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511120,Clothing,Supplies,Expenditures,16941,15241,20861
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511125,Food Supplies,Supplies,Expenditures,13042,13042,767
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,14790,14790,301
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,57541,59241,38702
2021,1000,General Fund,General Funds,3200,Housing and Community Devp.,Human & Cultural Services,511070,Misc Office Supplies,Supplies,Expenditures,700,700,700
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511045,Computer Supplies,Supplies,Expenditures,50000,50000,50000
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511050,Paper & Printing Supplies,Supplies,Expenditures,20000,20000,20000
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511060,Postage,Supplies,Expenditures,8000,8000,8205
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511070,Misc Office Supplies,Supplies,Expenditures,72337,72337,66423
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511075,Library Circulation Supplies,Supplies,Expenditures,28500,28500,28500
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511110,Fuel,Supplies,Expenditures,11758,17390,11995
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,3200,3200,3200
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,900,900,900
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,7785,7785,5699
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,142640,142000,289103
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511015,Cleaning & Sanitary,Supplies,Expenditures,198310,198310,98991
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511020,Construction Materials,Supplies,Expenditures,261310,261360,272860
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511025,Electrical Hardware,Supplies,Expenditures,86620,111620,53992
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511030,Mechanical Hardware,Supplies,Expenditures,31060,31060,30467
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511035,Meters Hydrants & Plumb,Supplies,Expenditures,119800,119800,103706
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511040,Audiovisual Supplies,Supplies,Expenditures,8290,8290,2335
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511045,Computer Supplies,Supplies,Expenditures,6600,6600,4030
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511050,Paper & Printing Supplies,Supplies,Expenditures,5530,5530,2730
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511055,Publications & Printed Materials,Supplies,Expenditures,10430,10430,17252
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511060,Postage,Supplies,Expenditures,1100,1100,728
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511070,Misc Office Supplies,Supplies,Expenditures,97760,97400,54791
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,6560,6560,9419
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511110,Fuel,Supplies,Expenditures,516539,720568,483455
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,17590,17590,46682
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511120,Clothing,Supplies,Expenditures,221610,221610,222804
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511125,Food Supplies,Supplies,Expenditures,14380,14380,6709
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511135,Recreational Supplies,Supplies,Expenditures,428910,415910,335322
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511140,Landscaping & Gardening Supplies,Supplies,Expenditures,89960,89960,183607
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,179443,179443,154131
2021,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,215220,215220,137073
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,4500,4500,9262
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511015,Cleaning & Sanitary,Supplies,Expenditures,5000,2500,1306
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511020,Construction Materials,Supplies,Expenditures,100,100,3650
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511030,Mechanical Hardware,Supplies,Expenditures,14800,14800,23504
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511045,Computer Supplies,Supplies,Expenditures,111105,110950,2675
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511050,Paper & Printing Supplies,Supplies,Expenditures,8634,7600,2726
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511055,Publications & Printed Materials,Supplies,Expenditures,4261,4195,9703
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511060,Postage,Supplies,Expenditures,94100,94100,51484
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511070,Misc Office Supplies,Supplies,Expenditures,223014,238100,119180
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511080,General Laboratory Supplies,Supplies,Expenditures,287900,288000,222894
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511085,Drugs & Medical Chemicals,Supplies,Expenditures,87571,87571,91659
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,18200,18200,52048
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511095,Small Technical & Scientific Equipment,Supplies,Expenditures,22000,10000,554
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511110,Fuel,Supplies,Expenditures,181849,172986,196191
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511120,Clothing,Supplies,Expenditures,34900,37400,24750
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511125,Food Supplies,Supplies,Expenditures,34600,34600,63729
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,100,100,264
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,48700,58700,28864
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,2353,2353,160
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,511060,Postage,Supplies,Expenditures,3418,3418,1257
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,511070,Misc Office Supplies,Supplies,Expenditures,21017,21017,14546
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,511110,Fuel,Supplies,Expenditures,4456,1867,1542
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,511125,Food Supplies,Supplies,Expenditures,763,763,3554
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,2200,2200,1778
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511045,Computer Supplies,Supplies,Expenditures,4892,5000,1321
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,628,750,561
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511060,Postage,Supplies,Expenditures,8219,8700,494
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511070,Misc Office Supplies,Supplies,Expenditures,12482,12425,2767
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511120,Clothing,Supplies,Expenditures,2852,2900,873
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511020,Construction Materials,Supplies,Expenditures,237,0,1338
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511040,Audiovisual Supplies,Supplies,Expenditures,84,0,84
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511045,Computer Supplies,Supplies,Expenditures,30675,21000,15647
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511050,Paper & Printing Supplies,Supplies,Expenditures,1480,1480,773
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,3840,3570,4377
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511060,Postage,Supplies,Expenditures,2880,3310,1213
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511070,Misc Office Supplies,Supplies,Expenditures,68970,61170,48670
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511110,Fuel,Supplies,Expenditures,1004,0,712
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511120,Clothing,Supplies,Expenditures,17072,12854,13675
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511125,Food Supplies,Supplies,Expenditures,3450,9200,4667
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511135,Recreational Supplies,Supplies,Expenditures,14798,0,14798
2021,1000,General Fund,General Funds,5500,City Council,Administrative Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,6552,2204,8744
2021,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511045,Computer Supplies,Supplies,Expenditures,21500,21500,385
2021,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,2600,2600,3769
2021,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511060,Postage,Supplies,Expenditures,36212,36212,16223
2021,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511070,Misc Office Supplies,Supplies,Expenditures,24450,20250,25085
2021,1000,General Fund,General Funds,6400,Finance,Administrative Services,511045,Computer Supplies,Supplies,Expenditures,20272,20272,9913
2021,1000,General Fund,General Funds,6400,Finance,Administrative Services,511050,Paper & Printing Supplies,Supplies,Expenditures,7842,7842,-2423
2021,1000,General Fund,General Funds,6400,Finance,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,36350,36350,34857
2021,1000,General Fund,General Funds,6400,Finance,Administrative Services,511060,Postage,Supplies,Expenditures,3250,3250,1340
